event_id,event_type,location,user_id,ticket_purchased
319,Concert,Los Angeles,lthompson,1
320,Concert,San Francisco,plewis,1
321,Conference,San Francisco,laurabray,1
322,Concert,Chicago,rbrown,0
323,Conference,San Francisco,nicholsontaylor,0
324,Theater,Chicago,joshuamanning,0
325,Concert,New York,vmorris,1
326,Conference,Chicago,michellecraig,1
327,Conference,San Francisco,parkerjeffrey,0
328,Conference,San Francisco,matthew51,0
329,Theater,Los Angeles,browndiana,0
330,Theater,San Francisco,stevengonzalez,0
331,Concert,San Francisco,jwhite,0
332,Conference,Los Angeles,qclark,0
333,Theater,New York,mcintyrecrystal,0
334,Concert,Chicago,dennispatricia,0
335,Conference,Los Angeles,tonicurtis,1
336,Conference,Los Angeles,taylorjoshua,0
337,Conference,New York,erika87,0
338,Concert,Chicago,steven73,1
339,Theater,New York,crystalsalinas,1
340,Concert,Chicago,petersonlaurie,1
341,Concert,Los Angeles,carrkimberly,0
342,Conference,San Francisco,tayloreugene,1
343,Conference,Los Angeles,mward,0
344,Concert,New York,haley59,0
345,Concert,Chicago,wilsonoscar,0
346,Concert,Los Angeles,flong,0
347,Conference,Los Angeles,angelaharris,0
348,Theater,Chicago,knoxgeorge,0
349,Conference,San Francisco,bgreen,1
350,Theater,Los Angeles,danielbird,0
351,Theater,New York,bellalec,1
352,Concert,San Francisco,jeremiah85,0
353,Concert,Los Angeles,leslie65,0
354,Conference,Chicago,keith08,1
355,Conference,San Francisco,lisa27,1
356,Concert,San Francisco,crosschristopher,1
357,Conference,Los Angeles,fernandezsteven,0
358,Concert,New York,hpadilla,1
359,Conference,San Francisco,matthewsrachel,1
360,Concert,San Francisco,joshua52,1
361,Concert,New York,kristina77,0
362,Theater,San Francisco,kurtnavarro,0
363,Theater,New York,heidi84,1
364,Conference,Chicago,gregoryalan,0
365,Theater,Los Angeles,brandtkenneth,0
366,Conference,San Francisco,paulbrandon,0
367,Concert,Los Angeles,shannonwhitehead,0
368,Theater,Los Angeles,evansrobert,1
369,Conference,New York,csmith,1
370,Conference,New York,trevorcruz,1
371,Conference,San Francisco,thomasconnie,1
372,Conference,San Francisco,portervictor,0
373,Conference,Chicago,icook,1
374,Concert,San Francisco,mendozavirginia,1
375,Theater,New York,myersjessica,1
376,Concert,Los Angeles,brownjason,0
377,Theater,Los Angeles,ronaldbarry,1
378,Theater,San Francisco,michaelclark,1
379,Theater,New York,dianaayers,0
380,Concert,San Francisco,christopher18,1
381,Concert,Chicago,rodriguezjames,0
382,Concert,New York,rbowers,0
383,Conference,Los Angeles,melanielopez,0
384,Concert,New York,michael70,1
385,Concert,Chicago,gary77,0
386,Conference,New York,smithrobin,1
387,Theater,San Francisco,bjenkins,0
388,Concert,San Francisco,sharding,1
389,Concert,Chicago,njackson,0
390,Concert,San Francisco,ggraham,0
391,Conference,San Francisco,kristin11,1
392,Conference,New York,oscarjones,0
393,Concert,San Francisco,samuel96,0
394,Conference,Chicago,xcollier,1
395,Concert,San Francisco,taraaustin,1
396,Theater,New York,djones,1
397,Concert,Chicago,xhanson,1
398,Concert,San Francisco,thomas87,0
399,Concert,New York,ccox,0
400,Theater,Los Angeles,andrea86,0
401,Concert,Chicago,stephennunez,0
402,Conference,Chicago,ujames,1
403,Concert,San Francisco,denisedawson,0
404,Conference,Chicago,perkinsjessica,1
405,Conference,San Francisco,amandamartin,1
406,Conference,San Francisco,aholloway,1
407,Concert,Los Angeles,juan92,0
408,Theater,New York,ysuarez,1
409,Concert,Los Angeles,pmcdonald,0
410,Concert,Chicago,pughmegan,0
411,Conference,Chicago,jonesdiana,0
412,Conference,San Francisco,fpowers,0
413,Theater,Chicago,markmedina,0
414,Theater,Los Angeles,briannadavis,1
415,Concert,Los Angeles,hgallagher,1
416,Conference,Los Angeles,paulwhite,0
417,Concert,San Francisco,jennifer13,1
418,Concert,New York,hjohnson,1
419,Conference,Los Angeles,baldwinsarah,0
420,Theater,San Francisco,thomasrobert,1
421,Theater,San Francisco,caldwellbryan,1
422,Concert,Los Angeles,christopher78,0
423,Conference,Chicago,beckpatricia,0
424,Conference,Chicago,johnbrown,0
425,Concert,Chicago,reedjoseph,0
426,Conference,New York,danielhill,0
427,Theater,San Francisco,xcollins,1
428,Concert,Chicago,feliciacarpenter,0
429,Theater,Los Angeles,kimberlyyoung,0
430,Theater,New York,xreid,0
431,Concert,Chicago,vromero,0
432,Concert,New York,arnoldchristopher,1
433,Theater,San Francisco,dreynolds,0
434,Theater,San Francisco,wendygarza,1
435,Theater,San Francisco,kholland,1
436,Theater,New York,whicks,0
437,Conference,New York,reyesalexander,1
438,Conference,Los Angeles,kellygriffin,0
439,Concert,New York,qbates,0
440,Theater,Los Angeles,mthompson,1
441,Theater,New York,seanmiller,0
442,Theater,Chicago,watkinsantonio,1
443,Theater,San Francisco,karenhernandez,0
444,Concert,Los Angeles,jeffrey87,0
445,Concert,New York,schmidtdawn,0
446,Theater,Los Angeles,gcervantes,1
447,Concert,San Francisco,nicoleross,0
448,Theater,Chicago,torresjenna,1
449,Conference,San Francisco,david67,1
450,Conference,New York,perkinsmichele,1
451,Concert,New York,jill17,0
452,Conference,Los Angeles,ericksonbriana,0
453,Conference,Chicago,escobarmelody,1
454,Conference,Chicago,sylviamorrison,1
455,Concert,Los Angeles,vickie25,0
456,Conference,Chicago,ryan89,0
457,Theater,Chicago,umorrow,1
458,Theater,Los Angeles,chad19,0
459,Concert,San Francisco,jchurch,1
460,Concert,Chicago,andersonashley,0
461,Conference,Chicago,sherry79,1
462,Concert,Chicago,tapiajoseph,0
463,Conference,Chicago,rossanne,0
464,Concert,New York,tammy33,0
465,Conference,San Francisco,barronkelli,1
466,Concert,Los Angeles,xavier00,0
467,Conference,Chicago,davidsmith,1
468,Theater,New York,heatherpowell,0
469,Conference,San Francisco,steventorres,1
470,Theater,New York,kelsey62,1
471,Concert,Los Angeles,tinayoder,1
472,Theater,New York,davidmcdonald,1
473,Conference,New York,kjones,0
474,Conference,New York,huynhjeffery,0
475,Concert,Chicago,brenda53,0
476,Conference,Los Angeles,bprice,0
477,Theater,Chicago,zerickson,1
478,Theater,Los Angeles,acline,1
479,Concert,San Francisco,brandonnicholson,0
480,Theater,Chicago,anthony29,1
481,Conference,Chicago,sandragonzales,0
482,Concert,San Francisco,urobinson,1
483,Conference,New York,jacksonnichole,0
484,Conference,New York,erikacarlson,1
485,Concert,San Francisco,dflores,0
486,Conference,Chicago,fkirk,0
487,Conference,Chicago,scottjessica,1
488,Concert,Los Angeles,hicksnoah,1
489,Theater,Chicago,emoore,0
490,Concert,New York,arodriguez,0
491,Concert,Los Angeles,michaelwiggins,0
492,Concert,Los Angeles,rmcdowell,0
493,Concert,Los Angeles,christinamurray,1
494,Conference,New York,john70,1
495,Theater,Los Angeles,sarah35,1
496,Concert,New York,rogerstimothy,1
497,Concert,New York,ntodd,1
498,Theater,Los Angeles,kdavis,0
499,Conference,Los Angeles,joshuamiranda,0
500,Concert,San Francisco,longstephanie,1
501,Conference,San Francisco,christinesanchez,1
502,Conference,San Francisco,joshua53,0
503,Conference,New York,qprice,1
504,Concert,Los Angeles,milleranthony,0
505,Concert,Los Angeles,matthewhill,0
506,Theater,Los Angeles,heathcarrie,0
507,Conference,San Francisco,hharvey,1
508,Theater,Chicago,nelsonmichelle,1
509,Concert,Los Angeles,shannonberger,0
510,Conference,San Francisco,frobertson,1
511,Conference,San Francisco,whitemarc,1
512,Theater,San Francisco,kimberly56,1
513,Theater,San Francisco,joseph54,1
514,Theater,Chicago,jason85,0
515,Concert,Los Angeles,judy30,0
516,Theater,New York,andredalton,0
517,Theater,New York,angelaevans,1
518,Conference,New York,lee43,0
519,Theater,Chicago,wprice,0
520,Theater,Los Angeles,curtiscaleb,0
521,Conference,Los Angeles,ojordan,0
522,Conference,Los Angeles,aaronkennedy,1
523,Theater,New York,leah77,1
524,Concert,New York,melissapitts,0
525,Conference,San Francisco,valdezdaniel,0
526,Conference,Chicago,zbranch,0
527,Conference,Chicago,shelby44,1
528,Theater,Los Angeles,manningtara,1
529,Theater,Los Angeles,ashley38,0
530,Concert,San Francisco,cynthiaroth,0
531,Conference,New York,shelly98,0
532,Conference,San Francisco,williamsamy,0
533,Concert,Chicago,amywood,0
534,Conference,Los Angeles,patricknewman,0
535,Conference,Chicago,tiffany32,1
536,Conference,New York,alexander00,1
537,Conference,Los Angeles,samuelmorris,0
538,Conference,Los Angeles,qsanchez,1
539,Conference,Chicago,mthompson,1
540,Theater,Chicago,shelby70,0
541,Theater,Chicago,drew32,0
542,Theater,Los Angeles,curtis07,1
543,Conference,San Francisco,qgreen,1
544,Concert,Los Angeles,johnsonjoseph,0
545,Concert,New York,pharris,0
546,Conference,Chicago,charles55,1
547,Concert,New York,rebekahdaniel,0
548,Theater,New York,willie05,0
549,Concert,Los Angeles,smithsteven,0
550,Conference,Los Angeles,scottmark,0
551,Conference,Los Angeles,erinwilson,1
552,Theater,Los Angeles,whitechristopher,1
553,Theater,Chicago,kramirez,0
554,Conference,Chicago,terri13,0
555,Concert,Chicago,nmathews,0
556,Concert,San Francisco,hcortez,1
557,Theater,New York,steven56,0
558,Theater,New York,jamescollins,0
559,Conference,New York,gilbertbrandon,0
560,Conference,New York,tammy81,0
561,Conference,New York,john99,1
562,Theater,Chicago,rebecca24,1
563,Concert,San Francisco,zachary95,0
564,Theater,San Francisco,bradfordjeff,1
565,Concert,Chicago,kelsey11,0
566,Concert,New York,phillip74,0
567,Conference,Chicago,gherman,1
568,Theater,San Francisco,andrew54,1
569,Conference,Chicago,bernardtaylor,0
570,Conference,San Francisco,scook,0
571,Concert,Los Angeles,aaronsnow,1
572,Concert,New York,travisgaines,1
573,Theater,San Francisco,devinreeves,1
574,Theater,San Francisco,amandasoto,1
575,Concert,Chicago,jameswright,0
576,Theater,Chicago,iwilson,0
577,Theater,Los Angeles,davistaylor,1
578,Theater,San Francisco,christinejohnson,1
579,Conference,New York,kimcrawford,0
580,Conference,San Francisco,donald65,0
581,Conference,San Francisco,jessica81,1
582,Conference,New York,jeffrey09,0
583,Theater,New York,wrivers,1
584,Concert,San Francisco,john56,1
585,Theater,San Francisco,fordjeffrey,1
586,Conference,San Francisco,margaretortega,0
587,Concert,Chicago,thomassteven,0
588,Conference,Chicago,jackrodriguez,0
589,Theater,San Francisco,richardzimmerman,0
590,Theater,San Francisco,oespinoza,1
591,Theater,San Francisco,linda66,1
592,Theater,New York,urodriguez,0
593,Concert,Chicago,joseph07,1
594,Theater,San Francisco,nicolebranch,0
595,Concert,Chicago,scottmichael,1
596,Concert,Chicago,brittanycontreras,0
597,Concert,San Francisco,jonescrystal,1
598,Theater,New York,kimberlydavidson,1
599,Theater,Los Angeles,dustin71,1
600,Theater,San Francisco,vincent37,0
601,Concert,New York,blopez,1
602,Theater,San Francisco,michelle59,0
603,Conference,San Francisco,jake58,0
604,Concert,San Francisco,nielsenerin,1
605,Conference,San Francisco,whitemichael,1
606,Theater,Chicago,cbaker,1
607,Concert,New York,frank16,0
608,Concert,Chicago,spratt,1
609,Concert,San Francisco,joyce86,0
610,Concert,Los Angeles,fking,1
611,Conference,Los Angeles,whitejulie,0
612,Conference,San Francisco,diazerin,1
613,Theater,Los Angeles,gibsonpaige,0
614,Theater,New York,suzanne66,1
615,Conference,New York,mooremaria,1
616,Conference,New York,thompsonchristopher,0
617,Conference,Los Angeles,millerjamie,1
618,Conference,San Francisco,tammymyers,0
619,Theater,New York,psmith,0
620,Theater,New York,kaylabaker,0
621,Conference,Los Angeles,kirklauren,0
622,Conference,San Francisco,yolandajackson,0
623,Conference,New York,shannon11,0
624,Theater,Los Angeles,monicawilliams,0
625,Theater,Chicago,chenmichael,0
626,Conference,San Francisco,robinsonanthony,1
627,Concert,Los Angeles,meganballard,1
628,Concert,Los Angeles,rhondasims,0
629,Concert,New York,ronnie71,0
630,Theater,Chicago,jacob76,1
631,Concert,San Francisco,michaelrichardson,0
632,Theater,New York,maria73,1
633,Conference,New York,ryanhill,0
634,Conference,Los Angeles,theresabrewer,0
635,Theater,New York,horneelizabeth,1
636,Concert,Los Angeles,gomezgary,1
637,Concert,Los Angeles,christopher79,1
638,Theater,Los Angeles,pamelathomas,0
639,Theater,Chicago,ohernandez,1
640,Theater,Chicago,williamcastaneda,0
641,Conference,Chicago,anthony39,1
642,Concert,Los Angeles,hughespaul,0
643,Concert,New York,nelsonkevin,1
644,Concert,New York,rconrad,0
645,Concert,Los Angeles,james67,1
646,Concert,Los Angeles,hernandezcarrie,1
647,Conference,San Francisco,wilsonlisa,0
648,Theater,San Francisco,julia97,1
649,Conference,Chicago,mary55,0
650,Conference,Chicago,robert40,0
651,Conference,Los Angeles,thomaswilson,0
652,Theater,New York,kathleenjackson,1
653,Theater,New York,susanholloway,0
654,Concert,New York,wanderson,1
655,Concert,Los Angeles,rossjoseph,0
656,Theater,San Francisco,walkerkyle,1
657,Theater,Los Angeles,tina11,1
658,Concert,Los Angeles,conniegallegos,0
659,Conference,New York,jordangabrielle,0
660,Conference,New York,robert96,1
661,Conference,Chicago,wallchristine,0
662,Concert,New York,montgomeryscott,0
663,Concert,Chicago,ngibson,1
664,Theater,San Francisco,deborah23,0
665,Conference,Chicago,hunterdavis,1
666,Conference,San Francisco,jennifer59,0
667,Conference,Chicago,ashleycannon,1
668,Conference,Chicago,lindsey65,0
669,Theater,New York,glewis,1
670,Concert,Chicago,oibarra,1
671,Conference,Los Angeles,isaac06,0
672,Conference,Chicago,travis32,1
673,Concert,New York,teresagriffin,1
674,Theater,New York,codywebb,0
675,Concert,Los Angeles,dannymiller,0
676,Concert,San Francisco,elizabeth52,0
677,Concert,San Francisco,rodgersfrederick,1
678,Conference,Los Angeles,gconner,1
679,Conference,San Francisco,devonmiller,0
680,Concert,San Francisco,cassandrasims,1
681,Theater,New York,jennifermitchell,0
682,Theater,Chicago,murphyashley,1
683,Conference,Los Angeles,williamsdiane,1
684,Concert,Los Angeles,marcus36,1
685,Theater,Los Angeles,ethan22,1
686,Conference,Los Angeles,christopher30,1
687,Conference,San Francisco,qchurch,0
688,Conference,Los Angeles,johnsonkristin,0
689,Concert,Chicago,colleengross,0
690,Conference,New York,nealjoshua,1
691,Conference,New York,moorejennifer,1
692,Conference,Chicago,colemandiane,0
693,Conference,Chicago,butlermarc,1
694,Concert,Chicago,brittney78,1
695,Theater,Chicago,escobartaylor,1
696,Conference,San Francisco,howeangel,0
697,Conference,Los Angeles,lknight,1
698,Theater,New York,nicolemiddleton,0
699,Concert,Chicago,johnsonscott,0
700,Theater,San Francisco,garciachristopher,0
701,Concert,San Francisco,nwilliams,1
702,Concert,San Francisco,millerpreston,0
703,Concert,San Francisco,gobrien,1
704,Conference,New York,qshepard,1
705,Concert,Los Angeles,alexander71,0
706,Conference,Chicago,bcampbell,0
707,Concert,San Francisco,danielhernandez,1
708,Concert,New York,rodriguezdonna,1
709,Theater,Los Angeles,whitejose,1
710,Theater,Los Angeles,zimmermanjohn,0
711,Conference,Los Angeles,robert15,1
712,Conference,San Francisco,christopher57,0
713,Conference,Chicago,hbanks,0
714,Theater,Los Angeles,ruizdavid,0
715,Concert,Los Angeles,smithkimberly,1
716,Theater,Los Angeles,brandonreid,0
717,Theater,Chicago,hbaird,0
718,Concert,Los Angeles,cynthia83,1
719,Theater,Chicago,martinmichelle,1
720,Concert,Chicago,stephanie70,1
721,Theater,New York,laura14,0
722,Conference,New York,samanthachen,0
723,Concert,New York,millerwendy,0
724,Theater,New York,janicejordan,1
725,Conference,San Francisco,smithlaura,0
726,Conference,San Francisco,eugene96,0
727,Concert,New York,oliviaavila,0
728,Concert,Los Angeles,jessesalazar,1
729,Concert,Los Angeles,qnewman,1
730,Theater,San Francisco,keithanderson,1
731,Theater,Chicago,xbarajas,1
